id,email,full_name,phone,aadhaar_no,pan_no,street_address,city,consent_purposes,password,created_at
usr_8b64d8af4313,deepika.singh89@example.in,Deepika Singh,+917141483838,7237-6744-2729,PLUPF2037B,"232, Brigade Road, Sector 4",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika!3765D774,2026-08-31T10:59:26.166Z
usr_5a5a547ff8b2,aditya.kumar90@example.in,Aditya Kumar,+919570241070,3539-7705-6480,SKPPO2532F,"788, Indiranagar, Sector 27",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aditya!9866E07E,2026-04-12T10:59:26.166Z
usr_fbbb4ef821ca,rahul.kapoor91@example.in,Rahul Kapoor,+917423394008,3211-2444-2777,PEFPE8074N,"689, Park Street, Sector 40",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul&8679DFA3,2026-06-20T10:59:26.166Z
usr_65d7d1443e09,ananya.sharma92@example.in,Ananya Sharma,+917368848567,5987-6774-9263,FKEPU2662B,"401, Brigade Road, Sector 34",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ananya#4073D4CF,2026-04-25T10:59:26.166Z
usr_62d89e5c2d1d,priya.menon93@example.in,Priya Menon,+919994660850,9848-4637-2883,RZKPR7137A,"915, Indiranagar, Sector 37",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya%1608E597,2026-08-03T10:59:26.166Z
usr_1fc3be8058b4,kavita.singh94@example.in,Kavita Singh,+919193178149,8766-3487-9842,FDEPM2269O,"733, FC Road, Sector 1",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita&91464C3B,2026-09-03T10:59:26.166Z
usr_0e2e3cbe5bd7,bhavna.chauhan95@example.in,Bhavna Chauhan,+919340817997,3949-8789-9630,VJPPX5680G,"233, Sector 17, Sector 20",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Bhavna%41707A73,2026-04-17T10:59:26.166Z
usr_0eca9a6899d4,ritu.rao96@example.in,Ritu Rao,+918807823013,2465-9055-8006,AHPPA4021B,"885, M.G. Road, Sector 43",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu@24260CCD,2026-07-19T10:59:26.166Z
usr_ae58415b5625,simran.pandey97@example.in,Simran Pandey,+919845857075,6795-6345-2321,JLPPQ7875B,"756, SG Highway, Sector 4",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran@1340F73B,2026-06-01T10:59:26.166Z
usr_e3889d402574,amit.pillai98@example.in,Amit Pillai,+918474868288,4371-4400-7745,PNHPK5072F,"385, Connaught Place, Sector 13",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit#937869AB,2026-06-09T10:59:26.166Z
usr_fabc3d671439,pooja.bose99@example.in,Pooja Bose,+919972303402,8757-3374-4811,KTQPD0147D,"415, FC Road, Sector 12",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja&2721C388,2026-06-06T10:59:26.166Z
usr_6fabafcc1037,tanvi.menon100@example.in,Tanvi Menon,+919580875119,2889-9069-5417,YAGPD8675D,"775, Koramangala, Sector 8",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Tanvi@32762917,2026-05-18T10:59:26.166Z
usr_1ed17be84eaa,varun.mishra101@example.in,Varun Mishra,+917749626644,8377-7978-2092,HOWPK9395T,"862, Connaught Place, Sector 15",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Varun$6148287D,2026-06-25T10:59:26.166Z
usr_df11eec5747f,ritu.kumar102@example.in,Ritu Kumar,+918315142395,7271-6921-3046,ZCTPN6631M,"338, Banjara Hills, Sector 11",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu!63422A31,2026-06-06T10:59:26.166Z
usr_9954aba32d77,sunita.patel103@example.in,Sunita Patel,+919557381159,4509-3989-1833,FVSPU0968H,"955, Brigade Road, Sector 24",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita&2578E4BC,2026-06-03T10:59:26.166Z
usr_d505102da4fa,rahul.gupta104@example.in,Rahul Gupta,+919891886164,9394-1117-5218,ADWPW0245F,"21, Sector 17, Sector 44",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul%8518C727,2026-03-14T10:59:26.166Z
usr_6e28aa5c90ff,arjun.patel105@example.in,Arjun Patel,+919606574029,9282-2699-2874,VUDPY9016J,"543, Park Street, Sector 43",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun!5726382B,2026-08-22T10:59:26.166Z
usr_45ddb573bb5c,meera.chauhan106@example.in,Meera Chauhan,+918415658436,7647-3225-5185,HFBPL1504L,"637, Indiranagar, Sector 44",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Meera#5581387D,2026-08-09T10:59:26.166Z
usr_d5b92699e291,meera.saxena107@example.in,Meera Saxena,+918116899178,2273-3065-1061,PWRPT1824J,"792, M.G. Road, Sector 25",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Meera$2897588C,2026-09-01T10:59:26.166Z
usr_352a96d004a3,simran.bose108@example.in,Simran Bose,+917950763665,2857-2916-8229,CFUPB8878R,"677, FC Road, Sector 30",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran!7684B26C,2026-07-22T10:59:26.166Z
usr_f4e4419a7074,aditya.kumar109@example.in,Aditya Kumar,+919391934276,8951-8383-8818,YJXPZ1012F,"299, Park Street, Sector 39",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aditya%66809E15,2026-07-01T10:59:26.166Z
usr_5d6ee97a63ad,arjun.mukherjee110@example.in,Arjun Mukherjee,+917488671314,2151-9234-2071,TOQPT6848G,"950, Sector 17, Sector 30",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun#27562915,2026-07-24T10:59:26.166Z
usr_45c617071a4a,kunal.mehta111@example.in,Kunal Mehta,+918275979706,7393-1407-4858,PCXPC4894L,"550, Connaught Place, Sector 2",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kunal!572748BB,2026-05-03T10:59:26.166Z
usr_d2d3ff99a47a,isha.agarwal112@example.in,Isha Agarwal,+918226631145,3338-5503-8033,KSZPZ5961N,"638, SG Highway, Sector 15",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha%1521095C,2026-09-07T10:59:26.166Z
usr_0f2d8300d1c6,abhishek.mehta113@example.in,Abhishek Mehta,+919481354003,7702-7870-9774,XWNPG6013A,"222, Park Street, Sector 31",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek%62865065,2026-04-19T10:59:26.166Z
usr_715c884a20dd,pallavi.chauhan114@example.in,Pallavi Chauhan,+917653134288,5944-4096-6989,DFVPE1633G,"520, Banjara Hills, Sector 41",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi#2899CBFC,2026-03-12T10:59:26.166Z
usr_8be60eaf69a5,varun.iyer115@example.in,Varun Iyer,+917236576495,7274-9122-1471,EMVPL6725D,"962, Connaught Place, Sector 45",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Varun@37573EE9,2026-08-05T10:59:26.166Z
usr_66c55c3ece30,isha.gupta116@example.in,Isha Gupta,+917375956751,7161-5566-2632,ALZPQ4764L,"361, Sector 17, Sector 24",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha%1528E589,2026-05-28T10:59:26.166Z
usr_fd3f27b7e7ee,pallavi.rao117@example.in,Pallavi Rao,+917892499103,4240-1013-7512,NOSPU3133G,"665, Brigade Road, Sector 35",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi%44112128,2026-08-21T10:59:26.166Z
usr_a55b5e32067c,aarav.patel118@example.in,Aarav Patel,+918184979388,4930-8713-8129,NMYPE0388T,"45, FC Road, Sector 19",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aarav%6986F447,2026-06-07T10:59:26.166Z
usr_de4c84fcf3ea,priya.pillai119@example.in,Priya Pillai,+919195399116,7841-5512-6546,VKGPZ3843J,"328, Banjara Hills, Sector 20",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya%2466DFC1,2026-08-18T10:59:26.166Z
usr_c11de8c69706,anjali.menon120@example.in,Anjali Menon,+919502483179,2711-4831-4922,WSBPU4062U,"905, Banjara Hills, Sector 8",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali%54917C91,2026-04-28T10:59:26.166Z
usr_a4e50331e5e0,aarav.mukherjee121@example.in,Aarav Mukherjee,+919872894755,8518-3493-1008,BVYPA9689L,"517, Brigade Road, Sector 39",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aarav#590555AF,2026-05-25T10:59:26.166Z
usr_9297d53ca87a,tanvi.bhatia122@example.in,Tanvi Bhatia,+917182854757,5604-6913-8174,RMKPH9176H,"151, Koramangala, Sector 21",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Tanvi%99299B2F,2026-03-11T10:59:26.166Z
usr_aefd7afd23fb,anjali.rao123@example.in,Anjali Rao,+919697312569,3189-6402-6955,DHSPR1432B,"92, Koramangala, Sector 39",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali@9267B51B,2026-06-24T10:59:26.166Z
usr_920b4b559d83,abhishek.dubey124@example.in,Abhishek Dubey,+918336830389,2783-1254-9924,HCRPP3015E,"114, MI Road, Sector 40",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek$1762244C,2026-06-06T10:59:26.166Z
usr_b60fdb2576ee,ritu.kumar125@example.in,Ritu Kumar,+919157748772,9051-8672-6910,JLIPT0184N,"520, Indiranagar, Sector 34",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu%3006FBEC,2026-05-17T10:59:26.166Z
usr_1d05d98ed3bc,divya.bose126@example.in,Divya Bose,+917375852296,4716-1969-6561,KVKPU4641A,"930, Connaught Place, Sector 35",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya!8312C2D1,2026-07-25T10:59:26.166Z
usr_23385b94a56e,amit.nair127@example.in,Amit Nair,+917134976913,5655-9529-6972,EKJPU2099F,"912, Park Street, Sector 15",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit#32217877,2026-03-25T10:59:26.166Z
usr_9783cd6ea65c,aarav.rao128@example.in,Aarav Rao,+919350116560,6744-7650-6042,KWUPD5839A,"228, Koramangala, Sector 38",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aarav&6090D081,2026-04-05T10:59:26.166Z
usr_327ec85096d4,ananya.mukherjee129@example.in,Ananya Mukherjee,+917528791562,2615-4244-4664,ROLPN2555Q,"764, Park Street, Sector 25",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ananya@992679D3,2026-08-10T10:59:26.166Z
usr_5ee007c9bcec,amit.joshi130@example.in,Amit Joshi,+919467668509,2538-4388-4030,GOGPX6475P,"387, Indiranagar, Sector 35",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit%20709338,2026-06-21T10:59:26.166Z
usr_e44255a5a386,kavita.malhotra131@example.in,Kavita Malhotra,+919412603180,3477-1967-8881,MNJPD3996O,"921, Banjara Hills, Sector 26",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita$1075D7ED,2026-03-27T10:59:26.166Z
usr_0ca6a0405a29,arjun.kulkarni132@example.in,Arjun Kulkarni,+918316676805,2460-2155-3027,FXBPM7477T,"164, Brigade Road, Sector 42",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun$4746CB0D,2026-05-09T10:59:26.166Z
usr_e01a2d47ac06,alok.rao133@example.in,Alok Rao,+919617775506,4868-9584-3139,BKMPR0833Z,"93, Banjara Hills, Sector 3",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Alok&1577040E,2026-08-17T10:59:26.166Z
usr_7d3605b670b8,sunita.pillai134@example.in,Sunita Pillai,+918326139355,7709-5640-3060,TEZPW6830V,"427, Koramangala, Sector 42",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita#93373B10,2026-03-22T10:59:26.166Z
usr_b33aa37f19f1,sanjay.reddy135@example.in,Sanjay Reddy,+919645995339,4051-7326-1814,VSJPS8573K,"276, Sector 17, Sector 29",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay&15794177,2026-03-21T10:59:26.166Z
usr_0e2a8a20ba9f,rajesh.sharma136@example.in,Rajesh Sharma,+919849617880,3482-6705-7536,LEIPF9207L,"11, Park Street, Sector 17",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rajesh&7660F4FC,2026-08-22T10:59:26.166Z
usr_b8ebba32b6e3,rahul.saxena137@example.in,Rahul Saxena,+919982864001,5763-1839-1019,DYEPN4065A,"851, Sector 17, Sector 1",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul@3498756C,2026-03-24T10:59:26.166Z
usr_1a05b456d680,pooja.saxena138@example.in,Pooja Saxena,+918978837397,2304-4160-8787,MXHPJ2796F,"790, Anna Salai, Sector 4",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja%6563B442,2026-06-11T10:59:26.166Z
usr_791eccb4b896,arjun.mishra139@example.in,Arjun Mishra,+918601895573,8675-3593-1148,ENOPQ3150H,"994, Park Street, Sector 23",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun#174092F2,2026-03-20T10:59:26.166Z
usr_503d007b51e2,rohan.deshmukh140@example.in,Rohan Deshmukh,+919730567870,9306-9382-5141,BRLPP1626Q,"800, SG Highway, Sector 17",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rohan%2057638A,2026-05-23T10:59:26.166Z
usr_bab2dbed179c,anjali.deshmukh141@example.in,Anjali Deshmukh,+919890736077,6244-4180-7943,TKDPB0013Q,"490, Connaught Place, Sector 22",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali@9185DF33,2026-06-13T10:59:26.166Z
usr_ba19ad5004fd,sanjay.dubey142@example.in,Sanjay Dubey,+918703955916,8344-1707-8559,IWHPO9719I,"482, Koramangala, Sector 17",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay#8215A563,2026-03-25T10:59:26.166Z
usr_26625c73a8fe,pallavi.reddy143@example.in,Pallavi Reddy,+917954508121,2447-8822-4007,JBVPJ6598H,"381, Sector 17, Sector 5",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi!9303C7B8,2026-05-08T10:59:26.166Z
usr_4636b8912e71,anjali.saxena144@example.in,Anjali Saxena,+919418207428,3175-9485-9244,VSJPM8555F,"935, Sector 17, Sector 19",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali@5912E8BB,2026-08-27T10:59:26.166Z
usr_cdc05fecf6ec,meera.bose145@example.in,Meera Bose,+917131147158,6170-3499-7388,OOXPV6038Y,"334, Banjara Hills, Sector 9",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Meera@8848A11D,2026-08-03T10:59:26.166Z
usr_b9fc13b449f1,dev.menon146@example.in,Dev Menon,+918631698515,5096-5034-6396,NRSPV0921F,"134, Sector 17, Sector 9",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev!3679E838,2026-08-25T10:59:26.166Z
usr_97d374595253,alok.joshi147@example.in,Alok Joshi,+917796009097,3261-7484-3810,IPDPW6316O,"124, Koramangala, Sector 14",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Alok&324970B4,2026-04-16T10:59:26.166Z
usr_91f0b16cef03,rahul.iyer148@example.in,Rahul Iyer,+919181486744,9275-2317-4494,LAGPO7031E,"728, MI Road, Sector 4",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul%34122FBD,2026-06-15T10:59:26.166Z
usr_9c50eac869a1,swati.verma149@example.in,Swati Verma,+918516246457,3156-1817-4450,IJNPF3132V,"849, Sector 17, Sector 26",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati$24895B1E,2026-04-15T10:59:26.166Z
usr_b0d03a071fec,vikram.kapoor150@example.in,Vikram Kapoor,+919300443773,9664-5640-2982,SRCPE3411A,"700, Park Street, Sector 40",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram&1128DAE1,2026-07-21T10:59:26.166Z
usr_ea4ec1da5ffe,pooja.saxena151@example.in,Pooja Saxena,+919777151082,5300-8093-3089,OLZPK5156Z,"710, FC Road, Sector 26",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja!9794326A,2026-05-06T10:59:26.166Z
usr_86dd15d10a7b,rajesh.iyer152@example.in,Rajesh Iyer,+919378284408,8187-3597-5617,QDZPQ9995N,"376, Sector 17, Sector 8",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rajesh&72251DF1,2026-07-30T10:59:26.166Z
usr_8f32f2fff4f4,harsh.patel153@example.in,Harsh Patel,+918792174040,7911-9002-5557,LXDPW5547D,"273, SG Highway, Sector 30",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Harsh!5487AAE4,2026-08-24T10:59:26.166Z
usr_697596b4af26,nikhil.mukherjee154@example.in,Nikhil Mukherjee,+918197448220,5655-2089-6964,LWEPK8136T,"463, Indiranagar, Sector 1",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil%3722509D,2026-08-09T10:59:26.166Z
usr_6be5e8a07a0d,ananya.menon155@example.in,Ananya Menon,+917666787157,6501-6106-4006,BYRPH6464Q,"29, Indiranagar, Sector 27",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ananya%3897598C,2026-08-18T10:59:26.166Z
usr_5eaf19da2840,pallavi.menon156@example.in,Pallavi Menon,+917547419558,4246-7117-8036,YKNPO4560L,"749, Sector 17, Sector 9",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi$6284B404,2026-04-09T10:59:26.166Z
usr_4f36e01adfca,kavita.pandey157@example.in,Kavita Pandey,+919168581344,5877-1270-9361,XEQPF4572A,"660, Koramangala, Sector 11",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita&388851D3,2026-05-11T10:59:26.166Z
usr_ecee40470002,deepika.kulkarni158@example.in,Deepika Kulkarni,+919850144509,2847-3607-8851,VSYPW0975H,"549, Connaught Place, Sector 4",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika@9069739E,2026-08-16T10:59:26.166Z
usr_18511f5e49c7,deepika.chatterjee159@example.in,Deepika Chatterjee,+918327823220,3264-2411-9652,ZZAPK4924I,"339, Park Street, Sector 14",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika$43413C3A,2026-06-30T10:59:26.166Z
usr_f8f0d0131297,ananya.nair160@example.in,Ananya Nair,+917721561555,8634-9305-4154,BRMPR3478P,"694, SG Highway, Sector 38",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ananya%14941A8F,2026-06-01T10:59:26.166Z
usr_fc73c9dbc5cd,isha.sharma161@example.in,Isha Sharma,+919205587839,3452-4093-3505,YPHPJ7584A,"982, Anna Salai, Sector 12",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha@283744C6,2026-06-18T10:59:26.167Z
usr_6bbf151cc11c,rohan.bhatia162@example.in,Rohan Bhatia,+919955860760,3046-5885-8930,GFGPR4836V,"898, SG Highway, Sector 29",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rohan%8314583D,2026-07-19T10:59:26.167Z
usr_550f873b17c3,rohan.dubey163@example.in,Rohan Dubey,+917543627701,2388-5553-4925,GUYPY4750T,"717, Connaught Place, Sector 8",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rohan#60352400,2026-07-08T10:59:26.167Z
usr_41adfa5f8b7a,aarav.malhotra164@example.in,Aarav Malhotra,+917624589415,3003-7612-4177,TLNPV6879J,"776, Indiranagar, Sector 3",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aarav#38827910,2026-07-24T10:59:26.167Z
usr_0d936f6e6077,sanjay.gupta165@example.in,Sanjay Gupta,+917499759994,4848-6127-5382,MBIPP5183Y,"667, Banjara Hills, Sector 16",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay!1025E6F6,2026-03-23T10:59:26.167Z
usr_f28c4aab926c,meera.iyer166@example.in,Meera Iyer,+919418287529,7322-7557-6469,MERPI2585W,"871, Koramangala, Sector 37",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Meera%1328CC91,2026-04-26T10:59:26.167Z
usr_7f0b231714bc,anjali.rao167@example.in,Anjali Rao,+917659459169,4737-9737-7040,XIJPC8791M,"972, Banjara Hills, Sector 39",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali#611890E6,2026-06-23T10:59:26.167Z
usr_56574e58f649,kavita.joshi168@example.in,Kavita Joshi,+919202553998,7368-6665-7372,REVPP8471V,"125, FC Road, Sector 4",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita&5089701E,2026-03-27T10:59:26.167Z
usr_704335e28670,dev.reddy169@example.in,Dev Reddy,+917743490321,8750-1602-6730,GQZPU1566G,"696, Sector 17, Sector 5",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev$60523FF6,2026-08-04T10:59:26.167Z
usr_de0514ca0bdd,kavita.deshmukh170@example.in,Kavita Deshmukh,+917376147505,3036-7295-1648,UHXPK1933C,"202, Koramangala, Sector 19",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita%4744C884,2026-05-12T10:59:26.167Z
usr_56ff3d5cc9df,simran.dubey171@example.in,Simran Dubey,+917659728365,8700-1939-5457,FROPW6346J,"486, FC Road, Sector 26",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran@7923FE93,2026-08-01T10:59:26.167Z
usr_97415ecdf493,bhavna.joshi172@example.in,Bhavna Joshi,+919604802610,3933-2692-4704,WSOPE3921F,"116, Anna Salai, Sector 6",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Bhavna&4790C14A,2026-03-20T10:59:26.167Z
usr_03f6b994b280,ananya.deshmukh173@example.in,Ananya Deshmukh,+919209070392,3692-9323-6971,BZIPK2788Z,"533, Koramangala, Sector 38",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ananya@76260849,2026-03-29T10:59:26.167Z
usr_aed70e748dd1,nikhil.bhatia174@example.in,Nikhil Bhatia,+918637363142,2467-6625-5552,BXTPT0269W,"913, FC Road, Sector 34",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil&52525117,2026-03-14T10:59:26.167Z
usr_ca8616e76d25,anjali.verma175@example.in,Anjali Verma,+919502083508,2977-3781-8230,GOHPQ4252E,"511, Connaught Place, Sector 39",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali$9766BC7B,2026-06-16T10:59:26.167Z
usr_6e799f60969b,aditya.menon176@example.in,Aditya Menon,+919534517803,6765-7232-8867,HBSPX0807I,"150, Connaught Place, Sector 39",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aditya%1969900A,2026-09-06T10:59:26.167Z
usr_51e74577d88f,nikhil.chauhan177@example.in,Nikhil Chauhan,+918469473240,6460-6331-1736,AUWPG9902Y,"964, Indiranagar, Sector 22",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil@3165C94A,2026-08-01T10:59:26.167Z
